ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%),ÀÏ ÃÖ½É½ÅÀû¼³(cm),Æò±Õ Àü¿î·®(1/10),¾È°³ °è¼Ó½Ã°£(hr),ÀÏ ¹Ì¼¼¸ÕÁö ³óµµ(§¶/§©)
104,ºÏ°­¸ª,2009-05-15,12.9,17.0,0.1,1.6,78.3,,9.6,,
104,ºÏ°­¸ª,2009-05-16,12.2,14.4,20.5,1.8,92.3,,10.0,,
104,ºÏ°­¸ª,2009-05-17,12.2,19.9,7.5,3.6,68.8,,6.8,,
104,ºÏ°­¸ª,2009-05-18,13.8,26.2,,5.7,26.8,,1.8,,
104,ºÏ°­¸ª,2009-05-19,19.2,28.9,,3.7,33.5,,1.4,,
104,ºÏ°­¸ª,2009-05-20,19.4,30.5,,2.0,31.5,,6.1,,
104,ºÏ°­¸ª,2009-05-21,13.9,25.5,14.5,2.7,80.9,,10.0,,
104,ºÏ°­¸ª,2009-05-22,13.5,22.4,0.2,1.7,73.3,,6.8,,
104,ºÏ°­¸ª,2009-05-23,15.1,22.1,0.5,1.9,68.9,,9.3,,
104,ºÏ°­¸ª,2009-05-24,13.8,20.1,,1.7,76.6,,4.6,,
104,ºÏ°­¸ª,2009-05-25,15.6,28.1,,1.6,40.9,,1.3,,
104,ºÏ°­¸ª,2009-05-26,15.9,26.1,0.0,1.7,58.6,,6.8,,
104,ºÏ°­¸ª,2009-05-27,14.5,21.8,,2.0,65.9,,2.3,,
104,ºÏ°­¸ª,2009-05-28,12.9,18.8,,2.0,79.0,,1.5,,
104,ºÏ°­¸ª,2009-05-29,11.6,16.2,,3.1,78.0,,6.8,,
104,ºÏ°­¸ª,2009-05-30,10.3,15.3,4.0,1.5,79.6,,9.5,,
104,ºÏ°­¸ª,2009-05-31,10.7,21.6,0.1,1.7,72.4,,3.0,,
104,ºÏ°­¸ª,2009-06-01,14.8,29.3,,3.1,34.3,,0.0,,
104,ºÏ°­¸ª,2009-06-02,15.7,30.5,25.5,5.3,50.1,,4.9,,
104,ºÏ°­¸ª,2009-06-03,14.5,21.6,23.5,1.9,87.3,,5.5,,
104,ºÏ°­¸ª,2009-06-04,12.8,20.7,,1.3,84.4,,2.4,,
104,ºÏ°­¸ª,2009-06-05,13.1,20.1,0.1,1.7,83.8,,6.0,,
104,ºÏ°­¸ª,2009-06-06,14.4,16.5,0.5,1.5,90.4,,10.0,,
104,ºÏ°­¸ª,2009-06-07,13.9,16.6,,1.1,80.8,,9.4,,
104,ºÏ°­¸ª,2009-06-08,11.7,19.5,,1.4,83.3,,5.4,,
104,ºÏ°­¸ª,2009-06-09,14.9,17.9,2.5,0.9,90.9,,9.8,,
104,ºÏ°­¸ª,2009-06-10,15.7,22.3,10.0,1.5,76.9,,6.8,,
104,ºÏ°­¸ª,2009-06-11,16.0,27.6,1.0,4.6,38.4,,2.8,,
104,ºÏ°­¸ª,2009-06-12,14.4,23.4,2.0,2.8,58.5,,3.0,,
104,ºÏ°­¸ª,2009-06-13,14.1,22.2,0.0,1.7,57.4,,5.0,,
104,ºÏ°­¸ª,2009-06-14,15.4,17.8,4.5,0.8,89.1,,10.0,,
104,ºÏ°­¸ª,2009-06-15,15.4,22.0,0.5,1.1,82.6,,8.5,,
104,ºÏ°­¸ª,2009-06-16,15.4,19.5,6.0,1.5,92.6,,9.0,,
104,ºÏ°­¸ª,2009-06-17,15.0,16.9,2.0,1.2,93.6,,10.0,,
104,ºÏ°­¸ª,2009-06-18,15.8,24.5,,1.4,88.1,,5.4,3.67,
104,ºÏ°­¸ª,2009-06-19,16.7,21.8,,1.4,91.1,,9.8,7.17,
104,ºÏ°­¸ª,2009-06-20,19.0,25.6,11.5,1.9,83.3,,9.6,,
104,ºÏ°­¸ª,2009-06-21,19.7,29.1,,1.7,69.1,,5.8,,
104,ºÏ°­¸ª,2009-06-22,17.5,27.4,0.0,1.9,73.5,,4.8,,
104,ºÏ°­¸ª,2009-06-23,16.7,30.6,,3.0,47.3,,0.9,,
104,ºÏ°­¸ª,2009-06-24,19.6,32.0,,3.5,36.8,,0.4,,
104,ºÏ°­¸ª,2009-06-25,24.5,30.9,,3.9,33.1,,3.6,,
104,ºÏ°­¸ª,2009-06-26,23.6,32.9,,2.6,36.1,,4.9,,
104,ºÏ°­¸ª,2009-06-27,23.1,30.7,,1.6,49.0,,2.8,,
104,ºÏ°­¸ª,2009-06-28,21.0,28.7,1.0,1.7,64.5,,6.5,,
104,ºÏ°­¸ª,2009-06-29,18.7,23.5,11.5,1.8,89.0,,8.6,0.92,
104,ºÏ°­¸ª,2009-06-30,18.5,22.2,,1.4,94.5,,10.0,11.25,
104,ºÏ°­¸ª,2009-07-01,18.8,24.8,4.0,1.6,83.5,,5.6,,
104,ºÏ°­¸ª,2009-07-02,17.9,21.9,6.0,1.5,90.6,,6.4,,
104,ºÏ°­¸ª,2009-07-03,17.4,22.5,0.3,1.2,85.3,,7.5,,
104,ºÏ°­¸ª,2009-07-04,18.2,22.6,,1.4,84.1,,8.3,,
104,ºÏ°­¸ª,2009-07-05,19.6,25.5,,1.5,81.0,,5.6,,
104,ºÏ°­¸ª,2009-07-06,19.3,24.9,,1.5,86.9,,8.3,,
104,ºÏ°­¸ª,2009-07-07,19.0,22.3,3.5,1.4,91.6,,8.6,2.0,
104,ºÏ°­¸ª,2009-07-08,17.8,28.6,,1.3,76.1,,7.4,,
104,ºÏ°­¸ª,2009-07-09,16.9,24.9,136.0,2.4,89.0,,9.1,,
104,ºÏ°­¸ª,2009-07-10,16.0,30.8,,2.2,58.3,,2.3,,
104,ºÏ°­¸ª,2009-07-11,21.8,30.5,0.4,2.0,55.1,,8.3,,
104,ºÏ°­¸ª,2009-07-12,17.7,22.3,135.0,1.9,93.3,,9.8,,
104,ºÏ°­¸ª,2009-07-13,18.5,26.2,,1.5,83.5,,9.4,,
104,ºÏ°­¸ª,2009-07-14,21.0,29.5,43.5,1.9,86.0,,10.0,,
104,ºÏ°­¸ª,2009-07-15,22.4,29.4,1.0,3.4,55.9,,5.5,,
104,ºÏ°­¸ª,2009-07-16,23.1,29.8,,2.3,57.1,,5.9,,
104,ºÏ°­¸ª,2009-07-17,22.5,30.4,15.5,2.0,71.5,,9.0,,
104,ºÏ°­¸ª,2009-07-18,18.7,30.7,17.0,3.2,79.8,,10.0,,
104,ºÏ°­¸ª,2009-07-19,18.3,23.8,1.5,1.7,87.3,,5.6,,
104,ºÏ°­¸ª,2009-07-20,18.2,25.1,,1.7,92.1,,7.8,3.42,
104,ºÏ°­¸ª,2009-07-21,19.3,26.9,,1.6,79.6,,5.3,0.5,
104,ºÏ°­¸ª,2009-07-22,19.4,23.0,,1.7,87.1,,5.8,,
104,ºÏ°­¸ª,2009-07-23,17.7,24.8,1.5,1.7,85.9,,6.6,2.08,
104,ºÏ°­¸ª,2009-07-24,18.8,22.8,5.5,2.2,91.6,,9.4,,
104,ºÏ°­¸ª,2009-07-25,17.7,19.9,16.5,2.3,90.4,,10.0,,
104,ºÏ°­¸ª,2009-07-26,17.8,21.9,,1.0,84.0,,8.9,,
104,ºÏ°­¸ª,2009-07-27,17.5,22.6,,1.2,82.5,,6.1,,
104,ºÏ°­¸ª,2009-07-28,19.1,23.0,0.5,1.2,84.8,,9.6,,
104,ºÏ°­¸ª,2009-07-29,18.9,22.1,11.5,1.7,90.8,,9.3,4.0,
104,ºÏ°­¸ª,2009-07-30,17.3,24.2,,1.7,84.4,,4.5,,
104,ºÏ°­¸ª,2009-07-31,18.9,24.4,,1.5,83.3,,7.9,,
104,ºÏ°­¸ª,2009-08-01,18.2,24.2,,1.2,81.4,,8.3,,
104,ºÏ°­¸ª,2009-08-02,19.9,23.0,,1.2,84.5,,8.9,0.33,
104,ºÏ°­¸ª,2009-08-03,19.7,23.5,,1.0,83.4,,9.5,,
104,ºÏ°­¸ª,2009-08-04,17.4,24.0,,1.3,81.0,,3.9,,
104,ºÏ°­¸ª,2009-08-05,17.9,24.6,,1.4,80.4,,6.3,,
104,ºÏ°­¸ª,2009-08-06,19.3,22.6,2.5,1.0,87.0,,9.5,,
104,ºÏ°­¸ª,2009-08-07,19.7,22.0,5.5,1.0,91.0,,10.0,,
104,ºÏ°­¸ª,2009-08-08,20.6,23.4,2.0,0.9,91.8,,9.9,,
104,ºÏ°­¸ª,2009-08-09,21.1,24.9,0.4,1.1,87.4,,8.1,,
104,ºÏ°­¸ª,2009-08-10,21.2,24.0,0.2,1.5,84.0,,9.1,,
104,ºÏ°­¸ª,2009-08-11,20.7,23.2,57.0,1.4,93.5,,10.0,,
104,ºÏ°­¸ª,2009-08-12,21.3,22.4,115.0,1.7,95.6,,10.0,,
104,ºÏ°­¸ª,2009-08-13,20.3,25.3,0.5,1.7,84.5,,4.8,,
104,ºÏ°­¸ª,2009-08-14,21.8,31.7,,1.7,71.4,,1.4,,
104,ºÏ°­¸ª,2009-08-15,21.5,29.9,,1.3,76.3,,1.6,4.33,
104,ºÏ°­¸ª,2009-08-16,21.1,25.5,,1.6,83.8,,6.6,,
104,ºÏ°­¸ª,2009-08-17,20.9,24.2,,0.9,87.3,,9.4,,
104,ºÏ°­¸ª,2009-08-18,21.4,26.6,,1.1,83.3,,5.5,,
104,ºÏ°­¸ª,2009-08-19,22.7,29.9,,1.5,70.3,,5.3,,
104,ºÏ°­¸ª,2009-08-20,25.8,29.5,0.3,3.3,60.9,,7.4,,
104,ºÏ°­¸ª,2009-08-21,21.1,30.6,,2.3,45.3,,3.9,,
104,ºÏ°­¸ª,2009-08-22,22.7,27.7,,1.7,49.9,,7.8,,
104,ºÏ°­¸ª,2009-08-23,17.6,30.5,1.0,2.6,45.6,,1.6,,
104,ºÏ°­¸ª,2009-08-24,17.4,24.4,,1.8,73.3,,4.0,,
104,ºÏ°­¸ª,2009-08-25,17.6,25.4,,1.8,73.6,,5.9,,
104,ºÏ°­¸ª,2009-08-26,19.0,27.6,2.0,1.6,69.5,,7.0,,
104,ºÏ°­¸ª,2009-08-27,19.4,22.7,5.5,1.5,92.8,,9.8,,
104,ºÏ°­¸ª,2009-08-28,18.7,30.6,,1.5,68.8,,1.6,,
104,ºÏ°­¸ª,2009-08-29,17.7,21.0,4.5,2.0,79.4,,9.4,,
104,ºÏ°­¸ª,2009-08-30,16.4,22.2,0.5,1.4,74.1,,8.1,,
104,ºÏ°­¸ª,2009-08-31,16.2,23.1,,1.5,73.3,,4.4,,
104,ºÏ°­¸ª,2009-09-01,15.7,22.8,,1.5,73.3,,4.4,,
104,ºÏ°­¸ª,2009-09-02,16.8,22.4,,2.0,70.3,,4.9,,
104,ºÏ°­¸ª,2009-09-03,15.4,22.7,,1.3,77.6,,5.0,,
104,ºÏ°­¸ª,2009-09-04,16.7,23.3,,1.5,78.8,,4.4,,
104,ºÏ°­¸ª,2009-09-05,17.0,25.0,,1.6,77.1,,4.9,,
104,ºÏ°­¸ª,2009-09-06,17.2,28.2,,1.4,68.5,,5.6,,
104,ºÏ°­¸ª,2009-09-07,18.8,23.3,2.5,1.7,88.6,,9.9,,
104,ºÏ°­¸ª,2009-09-08,16.7,21.9,4.5,1.8,77.3,,8.4,,
104,ºÏ°­¸ª,2009-09-09,16.3,23.0,,1.5,77.4,,4.9,,
104,ºÏ°­¸ª,2009-09-10,17.0,23.4,,1.6,58.4,,5.4,,
104,ºÏ°­¸ª,2009-09-11,16.4,23.6,0.4,1.2,68.0,,8.1,,
104,ºÏ°­¸ª,2009-09-12,15.0,23.3,13.0,1.5,75.5,,5.1,,
104,ºÏ°­¸ª,2009-09-13,15.0,23.7,,1.6,69.0,,2.0,,
104,ºÏ°­¸ª,2009-09-14,16.6,24.2,,1.6,64.0,,8.1,,
104,ºÏ°­¸ª,2009-09-15,16.1,26.6,,1.7,55.1,,0.3,,
104,ºÏ°­¸ª,2009-09-16,16.3,23.6,,2.3,53.8,,1.3,,
104,ºÏ°­¸ª,2009-09-17,17.1,25.5,,2.0,55.1,,1.9,,
104,ºÏ°­¸ª,2009-09-18,17.4,23.1,0.1,2.4,67.4,,3.9,,
104,ºÏ°­¸ª,2009-09-19,15.9,21.1,,1.7,70.9,,6.6,,
104,ºÏ°­¸ª,2009-09-20,14.4,21.2,,1.7,73.9,,6.0,,
104,ºÏ°­¸ª,2009-09-21,16.7,20.7,1.5,1.6,79.6,,8.5,,
104,ºÏ°­¸ª,2009-09-22,13.7,21.4,,1.6,56.1,,3.0,,
104,ºÏ°­¸ª,2009-09-23,14.7,22.1,,1.3,76.4,,3.1,,
104,ºÏ°­¸ª,2009-09-24,15.3,24.0,,1.3,68.8,,3.8,,
104,ºÏ°­¸ª,2009-09-25,15.8,21.2,,1.1,81.5,,7.6,,
104,ºÏ°­¸ª,2009-09-26,17.2,22.2,1.0,1.9,83.5,,9.4,,
104,ºÏ°­¸ª,2009-09-27,17.2,19.5,11.5,1.5,88.1,,10.0,,
104,ºÏ°­¸ª,2009-09-28,16.7,20.0,14.5,1.3,90.4,,8.6,,
104,ºÏ°­¸ª,2009-09-29,15.9,22.4,,1.4,85.0,,7.0,,
104,ºÏ°­¸ª,2009-09-30,16.4,23.7,,1.8,80.8,,4.3,,
104,ºÏ°­¸ª,2009-10-01,15.8,24.8,,1.5,72.8,,3.0,,
104,ºÏ°­¸ª,2009-10-02,15.1,23.3,,1.8,67.0,,3.3,,
104,ºÏ°­¸ª,2009-10-03,12.8,23.8,,2.5,39.1,,1.3,,
104,ºÏ°­¸ª,2009-10-04,14.1,20.7,,2.0,47.5,,3.0,,
104,ºÏ°­¸ª,2009-10-05,11.4,21.4,,2.2,48.4,,0.0,,
104,ºÏ°­¸ª,2009-10-06,12.6,20.5,,2.4,66.9,,1.6,,
104,ºÏ°­¸ª,2009-10-07,13.5,18.8,0.5,3.5,65.9,,9.3,,
104,ºÏ°­¸ª,2009-10-08,11.5,17.1,1.5,4.0,66.0,,7.8,,
104,ºÏ°­¸ª,2009-10-09,9.3,17.5,,1.6,64.1,,2.4,,
104,ºÏ°­¸ª,2009-10-10,10.2,18.3,,1.3,67.6,,0.6,,
104,ºÏ°­¸ª,2009-10-11,10.2,18.8,,1.5,68.9,,3.4,,
104,ºÏ°­¸ª,2009-10-12,12.1,21.9,,2.2,54.1,,1.9,,
104,ºÏ°­¸ª,2009-10-13,13.9,21.1,0.1,2.2,37.9,,4.0,,
104,ºÏ°­¸ª,2009-10-14,11.5,17.9,7.0,1.8,72.8,,5.4,,
104,ºÏ°­¸ª,2009-10-15,12.0,21.3,,2.3,50.5,,0.0,,
104,ºÏ°­¸ª,2009-10-16,14.2,22.6,,2.3,46.6,,2.6,,
104,ºÏ°­¸ª,2009-10-17,13.1,17.7,0.4,3.9,44.3,,4.8,,
104,ºÏ°­¸ª,2009-10-18,10.9,20.5,,2.7,36.3,,2.1,,
104,ºÏ°­¸ª,2009-10-19,10.5,16.8,5.5,4.6,44.3,,4.9,,
104,ºÏ°­¸ª,2009-10-20,9.0,17.3,,2.8,30.6,,0.0,,
104,ºÏ°­¸ª,2009-10-21,10.0,19.1,,2.1,45.6,,0.8,,
104,ºÏ°­¸ª,2009-10-22,7.1,18.4,,1.7,47.5,,3.1,,
104,ºÏ°­¸ª,2009-10-23,11.9,18.4,,2.0,67.8,,6.5,,
104,ºÏ°­¸ª,2009-10-24,12.5,15.8,0.1,1.4,78.3,,9.3,,
104,ºÏ°­¸ª,2009-10-25,10.4,17.4,,1.1,78.5,,4.6,,
104,ºÏ°­¸ª,2009-10-26,9.8,18.4,,1.3,69.4,,0.6,,
104,ºÏ°­¸ª,2009-10-27,11.4,17.1,,1.7,74.4,,1.4,,
104,ºÏ°­¸ª,2009-10-28,10.9,24.3,,2.1,41.0,,2.4,,
104,ºÏ°­¸ª,2009-10-29,16.1,25.1,,2.5,29.6,,1.6,,
104,ºÏ°­¸ª,2009-10-30,14.8,21.4,0.4,1.8,66.5,,5.1,,
104,ºÏ°­¸ª,2009-10-31,10.6,17.5,6.0,2.1,88.6,,7.9,,
104,ºÏ°­¸ª,2009-11-01,6.3,10.6,58.5,2.4,91.3,,10.0,,
104,ºÏ°­¸ª,2009-11-02,-1.8,6.3,33.5,2.3,86.3,14.0,6.8,,
104,ºÏ°­¸ª,2009-11-03,-3.8,9.8,,2.9,48.3,,0.5,,
104,ºÏ°­¸ª,2009-11-04,6.5,16.7,,3.4,50.3,,5.1,,
104,ºÏ°­¸ª,2009-11-05,12.6,19.4,,2.5,50.0,,1.6,,
104,ºÏ°­¸ª,2009-11-06,12.2,20.2,,2.6,48.6,,1.0,,
104,ºÏ°­¸ª,2009-11-07,13.6,23.0,,2.2,51.9,,3.8,,
104,ºÏ°­¸ª,2009-11-08,13.7,20.9,3.0,1.6,78.4,,8.8,,
104,ºÏ°­¸ª,2009-11-09,10.8,13.9,26.5,2.2,93.4,,10.0,,
104,ºÏ°­¸ª,2009-11-10,8.2,11.4,40.5,3.3,91.9,,10.0,,
104,ºÏ°­¸ª,2009-11-11,5.8,8.3,10.5,4.1,72.5,,10.0,,
104,ºÏ°­¸ª,2009-11-12,6.3,7.9,5.0,2.6,76.6,,10.0,,
104,ºÏ°­¸ª,2009-11-13,6.9,8.8,7.5,2.1,90.1,,10.0,,
104,ºÏ°­¸ª,2009-11-14,2.6,13.2,,3.7,56.3,,1.3,,
104,ºÏ°­¸ª,2009-11-15,-0.5,6.1,,4.8,34.3,,0.4,,
104,ºÏ°­¸ª,2009-11-16,-1.6,5.7,,2.5,32.6,,6.1,,
104,ºÏ°­¸ª,2009-11-17,-0.6,6.9,,2.1,30.5,,4.1,,
104,ºÏ°­¸ª,2009-11-18,-3.9,6.8,,2.1,30.9,,1.0,,
104,ºÏ°­¸ª,2009-11-19,0.3,8.0,,2.1,36.9,,3.6,,
104,ºÏ°­¸ª,2009-11-20,0.1,7.4,,1.7,33.9,,4.9,,
104,ºÏ°­¸ª,2009-11-21,-1.4,7.0,,2.0,34.1,,1.4,,
104,ºÏ°­¸ª,2009-11-22,0.2,9.1,,2.2,38.6,,1.5,,
104,ºÏ°­¸ª,2009-11-23,5.8,13.9,,2.6,50.3,,0.1,,
104,ºÏ°­¸ª,2009-11-24,4.9,12.7,,1.7,60.8,,0.0,,
104,ºÏ°­¸ª,2009-11-25,3.9,11.2,0.1,1.6,66.3,,4.4,,
104,ºÏ°­¸ª,2009-11-26,5.5,12.3,0.2,1.9,79.3,,5.6,,
104,ºÏ°­¸ª,2009-11-27,6.3,13.8,,1.8,65.1,,6.8,,
104,ºÏ°­¸ª,2009-11-28,4.7,8.2,11.5,2.1,88.4,,9.5,,
104,ºÏ°­¸ª,2009-11-29,5.0,7.4,4.5,1.5,87.9,,10.0,,
104,ºÏ°­¸ª,2009-11-30,3.6,10.3,1.5,1.3,71.5,,4.6,,
104,ºÏ°­¸ª,2009-12-01,2.1,10.2,,1.8,55.0,,0.0,,
104,ºÏ°­¸ª,2009-12-02,3.4,10.1,,2.0,54.1,,5.1,,
104,ºÏ°­¸ª,2009-12-03,2.7,9.6,0.2,2.9,69.4,,6.9,,
104,ºÏ°­¸ª,2009-12-04,1.6,10.0,,2.3,55.4,,2.4,,
104,ºÏ°­¸ª,2009-12-05,-2.6,6.4,1.5,4.3,46.5,,4.4,,
104,ºÏ°­¸ª,2009-12-06,-4.4,4.9,,2.8,21.4,,0.0,,
104,ºÏ°­¸ª,2009-12-07,-1.8,6.8,,2.6,31.0,,0.0,,
104,ºÏ°­¸ª,2009-12-08,0.1,8.3,,1.5,42.0,,5.8,,
104,ºÏ°­¸ª,2009-12-09,3.3,7.7,0.0,1.6,67.4,,9.0,,
104,ºÏ°­¸ª,2009-12-10,5.1,7.2,7.5,1.3,85.1,,10.0,,
104,ºÏ°­¸ª,2009-12-11,5.2,9.1,6.0,1.5,87.4,,10.0,,
104,ºÏ°­¸ª,2009-12-12,4.3,9.8,,2.3,69.5,,7.5,,
104,ºÏ°­¸ª,2009-12-13,2.7,8.0,,2.1,67.0,,7.1,,
104,ºÏ°­¸ª,2009-12-14,-0.9,5.8,,2.4,35.5,,1.9,,
104,ºÏ°­¸ª,2009-12-15,-5.1,2.5,,2.1,20.0,,3.6,,
104,ºÏ°­¸ª,2009-12-16,-8.7,0.0,,2.8,25.0,,0.0,,
104,ºÏ°­¸ª,2009-12-17,-8.5,-0.7,,2.7,24.4,,0.0,,
104,ºÏ°­¸ª,2009-12-18,-10.1,-1.3,,3.4,31.5,,0.0,,
104,ºÏ°­¸ª,2009-12-19,-9.4,-0.2,,2.8,29.8,,0.0,,
104,ºÏ°­¸ª,2009-12-20,-6.1,2.2,,2.6,30.4,,0.0,,
104,ºÏ°­¸ª,2009-12-21,-7.8,4.0,,2.6,29.1,,0.0,,
104,ºÏ°­¸ª,2009-12-22,-2.1,8.6,,3.0,45.0,,3.0,,
104,ºÏ°­¸ª,2009-12-23,1.4,8.9,0.0,1.4,62.4,,7.3,,
104,ºÏ°­¸ª,2009-12-24,1.0,7.7,,1.2,72.6,,4.3,,
104,ºÏ°­¸ª,2009-12-25,1.2,10.8,,2.8,54.6,,4.4,,
104,ºÏ°­¸ª,2009-12-26,-4.5,4.7,,2.9,24.6,,0.0,,
104,ºÏ°­¸ª,2009-12-27,-3.0,3.7,,3.1,29.4,,5.0,,
104,ºÏ°­¸ª,2009-12-28,-6.8,1.3,,3.0,24.9,,0.0,,
104,ºÏ°­¸ª,2009-12-29,-5.7,4.6,,2.4,34.1,,4.0,,
104,ºÏ°­¸ª,2009-12-30,-5.3,5.7,0.0,4.2,37.0,,2.9,,
104,ºÏ°­¸ª,2009-12-31,-9.5,-4.2,,5.0,18.5,,0.0,,
104,ºÏ°­¸ª,2010-01-01,-9.5,0.6,,3.6,31.3,,1.1,,
104,ºÏ°­¸ª,2010-01-02,-4.5,2.5,3.5,2.0,70.0,5.2,5.0,,
104,ºÏ°­¸ª,2010-01-03,-7.6,-0.5,,1.8,44.0,,0.9,,
104,ºÏ°­¸ª,2010-01-04,-4.9,-0.5,14.4,2.5,75.8,25.6,9.4,,
104,ºÏ°­¸ª,2010-01-05,-10.7,-1.8,0.0,3.0,49.1,,1.4,,
104,ºÏ°­¸ª,2010-01-06,-12.5,-0.9,,2.4,44.5,,0.0,,
104,ºÏ°­¸ª,2010-01-07,-10.0,1.0,,2.9,57.6,,5.6,,
104,ºÏ°­¸ª,2010-01-08,-5.5,3.9,,2.1,47.8,,0.3,,
104,ºÏ°­¸ª,2010-01-09,-5.7,2.3,,2.4,44.5,,4.5,,
104,ºÏ°­¸ª,2010-01-10,-4.1,4.5,,2.1,52.0,,2.5,,
104,ºÏ°­¸ª,2010-01-11,-3.2,3.7,,2.8,44.8,,5.0,,
104,ºÏ°­¸ª,2010-01-12,-9.7,-2.2,,3.8,32.8,,1.0,,
104,ºÏ°­¸ª,2010-01-13,-11.5,-4.0,,3.3,29.4,,0.0,,
104,ºÏ°­¸ª,2010-01-14,-12.7,0.5,,2.3,34.4,,2.4,,
104,ºÏ°­¸ª,2010-01-15,-7.1,3.4,,2.0,42.8,,1.9,,
104,ºÏ°­¸ª,2010-01-16,-6.2,1.4,,2.0,44.1,,0.9,,
104,ºÏ°­¸ª,2010-01-17,-5.1,2.3,,1.6,39.6,,0.0,,
104,ºÏ°­¸ª,2010-01-18,-2.5,8.9,,2.1,47.0,,1.0,,
104,ºÏ°­¸ª,2010-01-19,-0.8,13.1,0.0,2.1,45.9,,5.3,,
104,ºÏ°­¸ª,2010-01-20,5.5,12.7,5.0,1.7,87.6,,10.0,,
104,ºÏ°­¸ª,2010-01-21,-2.9,5.5,11.0,1.7,80.1,,7.8,,
104,ºÏ°­¸ª,2010-01-22,-4.6,-0.2,,3.5,35.3,,0.8,,
104,ºÏ°­¸ª,2010-01-23,-6.3,3.4,,3.3,28.6,,0.0,,
104,ºÏ°­¸ª,2010-01-24,-3.1,5.7,,3.4,41.8,,2.0,,
104,ºÏ°­¸ª,2010-01-25,-2.8,5.9,,3.4,29.3,,2.0,,
104,ºÏ°­¸ª,2010-01-26,-5.4,5.1,,2.7,29.0,,0.0,,
104,ºÏ°­¸ª,2010-01-27,-1.4,11.4,0.0,3.1,36.8,,6.3,,
104,ºÏ°­¸ª,2010-01-28,0.2,9.3,,3.3,41.9,,1.9,,
104,ºÏ°­¸ª,2010-01-29,-5.0,5.2,,2.9,29.8,,0.1,,
104,ºÏ°­¸ª,2010-01-30,-2.3,6.9,,2.4,42.3,,4.1,,
104,ºÏ°­¸ª,2010-01-31,-0.1,8.8,,1.7,49.8,,2.8,,
104,ºÏ°­¸ª,2010-02-01,-1.7,3.5,0.1,2.8,67.4,,8.8,,
104,ºÏ°­¸ª,2010-02-02,-5.9,2.1,,3.3,26.3,,0.9,,
104,ºÏ°­¸ª,2010-02-03,-9.0,-0.6,,3.6,23.9,,0.0,,
104,ºÏ°­¸ª,2010-02-04,-8.5,1.3,,3.0,28.5,,0.3,,
104,ºÏ°­¸ª,2010-02-05,-7.1,1.8,,2.3,22.0,,0.0,,
104,ºÏ°­¸ª,2010-02-06,-7.0,2.6,,1.9,25.4,,0.0,,
104,ºÏ°­¸ª,2010-02-07,-2.8,7.4,,2.3,24.8,,4.5,,
104,ºÏ°­¸ª,2010-02-08,3.0,9.9,,1.8,51.4,,9.3,,
104,ºÏ°­¸ª,2010-02-09,0.3,8.8,10.5,1.5,81.0,1.5,9.3,,
104,ºÏ°­¸ª,2010-02-10,0.4,2.6,15.5,1.6,94.8,0.0,10.0,,
104,ºÏ°­¸ª,2010-02-11,-1.8,1.0,28.0,2.3,94.0,24.3,10.0,,
104,ºÏ°­¸ª,2010-02-12,-2.8,-0.9,35.0,1.6,93.9,49.0,10.0,,
104,ºÏ°­¸ª,2010-02-13,-5.0,1.9,1.0,1.1,82.6,1.5,6.4,,
104,ºÏ°­¸ª,2010-02-14,-5.4,2.0,,1.5,60.3,,6.8,,
104,ºÏ°­¸ª,2010-02-15,-4.4,1.4,4.5,2.5,65.8,5.5,6.4,,
104,ºÏ°­¸ª,2010-02-16,-6.1,0.3,5.4,1.9,85.5,5.6,7.4,,
104,ºÏ°­¸ª,2010-02-17,-7.3,1.5,,1.7,51.5,,7.4,,
104,ºÏ°­¸ª,2010-02-18,-5.1,2.0,,2.6,43.1,,2.1,,
104,ºÏ°­¸ª,2010-02-19,-5.1,3.5,,2.0,42.1,,2.8,,
104,ºÏ°­¸ª,2010-02-20,-3.2,4.6,,1.7,54.9,,0.0,,
104,ºÏ°­¸ª,2010-02-21,-2.7,10.6,,1.7,62.9,,2.9,,
104,ºÏ°­¸ª,2010-02-22,3.4,12.6,,2.4,49.0,,2.4,,
104,ºÏ°­¸ª,2010-02-23,2.5,16.2,,2.5,32.8,,0.0,,
104,ºÏ°­¸ª,2010-02-24,6.7,20.3,,2.1,31.1,,4.3,,
104,ºÏ°­¸ª,2010-02-25,5.0,17.8,0.2,1.9,79.5,,8.4,,
104,ºÏ°­¸ª,2010-02-26,3.6,5.0,0.5,1.6,91.8,,10.0,,
104,ºÏ°­¸ª,2010-02-27,2.6,4.7,0.5,1.7,86.1,,9.8,,
104,ºÏ°­¸ª,2010-02-28,1.1,12.8,,1.7,69.0,,6.9,,
104,ºÏ°­¸ª,2010-03-01,-0.4,6.4,37.0,2.3,92.6,10.6,10.0,,
104,ºÏ°­¸ª,2010-03-02,-0.5,2.8,0.8,0.9,86.8,1.0,7.4,,
104,ºÏ°­¸ª,2010-03-03,-1.3,5.4,0.0,1.3,69.1,,5.8,,
104,ºÏ°­¸ª,2010-03-04,0.6,2.5,5.5,1.1,90.0,0.3,10.0,,
