ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%),ÀÏ ÃÖ½É½ÅÀû¼³(cm),Æò±Õ Àü¿î·®(1/10),¾È°³ °è¼Ó½Ã°£(hr)
116,°ü¾Ç»ê,1989-09-06,17.4,26.4,,3.9,74.5,,2.5,
116,°ü¾Ç»ê,1989-09-07,16.7,25.4,,2.6,74.5,,3.0,
116,°ü¾Ç»ê,1989-09-08,17.5,25.2,4.7,2.9,77.3,,7.3,2.58
116,°ü¾Ç»ê,1989-09-09,14.8,21.3,2.1,5.3,83.3,,8.5,8.32
116,°ü¾Ç»ê,1989-09-10,15.1,24.3,,4.2,77.3,,6.5,6.83
116,°ü¾Ç»ê,1989-09-11,17.6,22.3,,5.2,81.0,,6.0,3.38
116,°ü¾Ç»ê,1989-09-12,17.7,22.6,3.8,4.4,83.0,,7.0,11.42
116,°ü¾Ç»ê,1989-09-13,16.2,23.2,,5.1,78.3,,4.5,
116,°ü¾Ç»ê,1989-09-14,16.0,18.7,19.5,5.7,89.0,,10.0,10.33
116,°ü¾Ç»ê,1989-09-15,16.4,19.7,15.6,2.4,88.0,,9.3,10.17
116,°ü¾Ç»ê,1989-09-16,16.6,23.1,1.8,4.8,79.0,,7.8,
116,°ü¾Ç»ê,1989-09-17,13.9,23.8,50.5,7.2,91.5,,10.0,12.67
116,°ü¾Ç»ê,1989-09-18,13.8,22.1,,2.6,85.5,,5.0,3.58
116,°ü¾Ç»ê,1989-09-19,10.0,21.8,,6.6,75.3,,2.3,
116,°ü¾Ç»ê,1989-09-20,8.0,20.2,,2.9,69.0,,2.3,
116,°ü¾Ç»ê,1989-09-21,13.6,20.0,,2.9,73.3,,8.3,
116,°ü¾Ç»ê,1989-09-22,14.0,22.2,,2.7,74.5,,4.5,
116,°ü¾Ç»ê,1989-09-23,13.8,23.0,,1.7,70.0,,0.0,
116,°ü¾Ç»ê,1989-09-24,15.5,20.0,4.0,8.2,87.5,,10.0,2.58
116,°ü¾Ç»ê,1989-09-25,11.0,19.9,,6.1,67.8,,6.8,4.58
116,°ü¾Ç»ê,1989-09-26,10.7,19.4,0.0,4.4,70.3,,5.8,
116,°ü¾Ç»ê,1989-09-27,11.2,17.2,18.7,5.5,90.8,,10.0,20.58
116,°ü¾Ç»ê,1989-09-28,10.7,19.4,,7.5,85.0,,4.8,7.92
116,°ü¾Ç»ê,1989-09-29,9.0,19.1,,3.0,74.5,,1.0,
116,°ü¾Ç»ê,1989-09-30,9.9,19.0,,4.5,71.0,,0.0,
116,°ü¾Ç»ê,1989-10-01,11.6,19.4,,3.4,73.0,,1.3,
116,°ü¾Ç»ê,1989-10-02,10.1,19.7,1.1,4.5,69.0,,2.5,
116,°ü¾Ç»ê,1989-10-03,10.1,19.1,,3.9,72.3,,2.3,
116,°ü¾Ç»ê,1989-10-04,10.3,18.8,,3.6,70.5,,2.8,
116,°ü¾Ç»ê,1989-10-05,9.8,15.4,2.0,3.9,87.8,,9.0,
116,°ü¾Ç»ê,1989-10-06,5.1,17.8,,5.9,71.8,,2.8,
116,°ü¾Ç»ê,1989-10-07,3.4,14.2,,6.7,71.3,,0.0,
116,°ü¾Ç»ê,1989-10-08,4.8,14.3,,4.2,63.3,,0.0,
116,°ü¾Ç»ê,1989-10-09,4.7,15.6,,2.9,68.5,,0.0,
116,°ü¾Ç»ê,1989-10-10,8.3,14.4,,3.3,69.3,,6.8,
116,°ü¾Ç»ê,1989-10-11,11.2,16.7,0.8,3.7,81.8,,6.5,
116,°ü¾Ç»ê,1989-10-12,9.0,14.0,6.3,3.9,89.0,,6.0,11.92
116,°ü¾Ç»ê,1989-10-13,8.6,18.0,,2.8,73.5,,0.0,
116,°ü¾Ç»ê,1989-10-14,8.6,18.9,,2.0,75.5,,4.0,
116,°ü¾Ç»ê,1989-10-15,11.4,17.0,,3.3,78.5,,7.3,
116,°ü¾Ç»ê,1989-10-16,0.8,13.4,7.2,9.5,74.0,,5.5,4.0
116,°ü¾Ç»ê,1989-10-17,-2.0,9.0,,6.9,55.3,,0.0,
116,°ü¾Ç»ê,1989-10-18,0.3,11.8,,3.9,64.3,,2.5,
116,°ü¾Ç»ê,1989-10-19,7.2,10.6,17.8,5.2,91.5,,7.5,8.88
116,°ü¾Ç»ê,1989-10-20,5.3,13.0,,1.9,73.3,,5.5,1.55
116,°ü¾Ç»ê,1989-10-21,6.1,15.8,,2.8,69.8,,0.8,
116,°ü¾Ç»ê,1989-10-22,8.0,14.5,,8.5,85.0,,8.3,5.42
116,°ü¾Ç»ê,1989-10-23,5.7,15.4,,4.5,54.0,,2.5,5.17
116,°ü¾Ç»ê,1989-10-24,8.6,18.8,,4.1,44.3,,0.0,
116,°ü¾Ç»ê,1989-10-25,10.6,18.4,,6.1,62.5,,2.5,5.75
116,°ü¾Ç»ê,1989-10-26,8.8,16.9,,5.7,66.0,,2.5,8.08
116,°ü¾Ç»ê,1989-10-27,9.1,18.2,,5.3,51.0,,6.8,
116,°ü¾Ç»ê,1989-10-28,8.5,17.7,,6.0,71.3,,1.0,
116,°ü¾Ç»ê,1989-10-29,8.4,17.6,,2.7,52.0,,2.0,
116,°ü¾Ç»ê,1989-10-30,8.0,15.2,,3.6,74.8,,2.3,
116,°ü¾Ç»ê,1989-10-31,6.4,13.0,22.9,8.0,91.0,,9.3,
116,°ü¾Ç»ê,1989-11-01,4.1,12.5,,3.2,71.5,,1.5,
116,°ü¾Ç»ê,1989-11-02,6.0,14.8,,3.8,79.8,,0.0,
116,°ü¾Ç»ê,1989-11-03,7.0,13.8,0.3,2.5,79.0,,9.8,
116,°ü¾Ç»ê,1989-11-04,8.6,12.8,47.6,7.0,89.0,,10.0,10.17
116,°ü¾Ç»ê,1989-11-05,12.5,15.6,102.7,5.8,95.0,,10.0,24.0
116,°ü¾Ç»ê,1989-11-06,9.7,13.3,11.0,2.7,96.3,,10.0,24.0
116,°ü¾Ç»ê,1989-11-07,8.9,13.0,12.6,1.9,95.3,,10.0,16.1
116,°ü¾Ç»ê,1989-11-08,8.2,12.0,7.0,3.3,94.8,,10.0,20.17
116,°ü¾Ç»ê,1989-11-09,4.9,11.0,,2.8,84.0,,2.5,
116,°ü¾Ç»ê,1989-11-10,1.4,8.7,,4.0,69.8,,0.0,
116,°ü¾Ç»ê,1989-11-11,2.6,8.0,,1.6,75.8,,4.8,
116,°ü¾Ç»ê,1989-11-12,2.6,7.6,0.4,3.1,77.8,,7.5,
116,°ü¾Ç»ê,1989-11-13,-5.2,5.7,,7.9,73.3,,2.5,
116,°ü¾Ç»ê,1989-11-14,-5.4,6.6,,1.7,68.8,,0.0,
116,°ü¾Ç»ê,1989-11-15,-0.8,8.8,,4.0,81.3,,0.8,
116,°ü¾Ç»ê,1989-11-16,1.7,7.3,,3.3,81.5,,5.8,
116,°ü¾Ç»ê,1989-11-17,2.1,8.8,3.0,5.0,81.5,,7.8,
116,°ü¾Ç»ê,1989-11-18,-5.8,4.4,10.8,9.6,88.8,7.8,8.5,10.18
116,°ü¾Ç»ê,1989-11-19,-8.3,1.4,,6.5,77.5,,0.0,
116,°ü¾Ç»ê,1989-11-20,-2.3,6.6,,6.3,79.0,,1.8,
116,°ü¾Ç»ê,1989-11-21,0.7,7.7,,3.5,80.3,,6.8,
116,°ü¾Ç»ê,1989-11-22,2.6,9.1,,4.8,79.8,,4.8,
116,°ü¾Ç»ê,1989-11-23,1.0,9.5,,5.3,84.5,,1.0,
116,°ü¾Ç»ê,1989-11-24,0.6,8.3,,4.9,64.0,,1.3,
116,°ü¾Ç»ê,1989-11-25,-0.2,8.1,,5.2,65.8,,0.8,
116,°ü¾Ç»ê,1989-11-26,1.2,8.9,,3.7,79.3,,4.0,
116,°ü¾Ç»ê,1989-11-27,-2.0,7.6,14.0,9.1,86.3,,10.0,4.43
116,°ü¾Ç»ê,1989-11-28,-7.1,0.5,,8.0,74.3,,3.5,
116,°ü¾Ç»ê,1989-11-29,-10.3,-1.9,,8.1,73.3,,0.0,
116,°ü¾Ç»ê,1989-11-30,-9.5,-1.4,,7.5,70.3,,0.0,
116,°ü¾Ç»ê,1989-12-01,-7.2,2.6,,4.4,78.0,,0.0,
116,°ü¾Ç»ê,1989-12-02,-0.3,7.3,,8.7,85.8,,6.8,
116,°ü¾Ç»ê,1989-12-03,3.6,10.7,,10.9,82.8,,2.5,8.53
116,°ü¾Ç»ê,1989-12-04,-0.2,8.2,,7.7,71.3,,4.0,5.67
116,°ü¾Ç»ê,1989-12-05,-2.0,4.2,,4.6,57.5,,0.0,
116,°ü¾Ç»ê,1989-12-06,-1.4,4.3,,3.8,83.8,,2.0,
116,°ü¾Ç»ê,1989-12-07,-6.6,0.5,3.6,5.3,85.3,4.5,7.5,8.17
116,°ü¾Ç»ê,1989-12-08,-9.4,-1.2,,7.4,57.5,,0.0,
116,°ü¾Ç»ê,1989-12-09,-5.4,2.6,,5.4,57.0,,0.0,
116,°ü¾Ç»ê,1989-12-10,-1.2,4.0,2.0,7.0,66.3,,9.0,
116,°ü¾Ç»ê,1989-12-11,-0.8,5.6,,4.9,72.3,,6.3,5.58
116,°ü¾Ç»ê,1989-12-12,-2.4,2.5,,1.9,63.0,,0.0,
116,°ü¾Ç»ê,1989-12-13,-2.2,1.9,0.6,4.6,68.5,1.4,6.8,
116,°ü¾Ç»ê,1989-12-14,-7.4,-1.0,1.7,5.3,63.5,2.6,3.3,
116,°ü¾Ç»ê,1989-12-15,-5.7,1.1,,4.8,71.8,,8.3,
116,°ü¾Ç»ê,1989-12-16,-1.2,3.6,0.0,7.2,80.0,,10.0,8.08
116,°ü¾Ç»ê,1989-12-17,-0.6,4.8,,5.2,67.5,,2.5,8.27
116,°ü¾Ç»ê,1989-12-18,-1.8,3.6,,2.8,51.3,,1.0,
116,°ü¾Ç»ê,1989-12-19,-1.9,5.6,,3.9,64.8,,2.3,
116,°ü¾Ç»ê,1989-12-20,-1.4,2.0,0.5,3.1,76.5,1.0,9.5,8.42
116,°ü¾Ç»ê,1989-12-21,-2.6,0.1,0.3,1.7,75.8,0.2,7.5,18.83
116,°ü¾Ç»ê,1989-12-22,-4.4,0.2,,2.1,68.3,,6.0,
116,°ü¾Ç»ê,1989-12-23,-5.0,0.5,7.1,1.5,75.5,7.2,8.3,1.25
116,°ü¾Ç»ê,1989-12-24,-3.9,0.4,3.7,3.4,80.0,5.0,10.0,22.92
116,°ü¾Ç»ê,1989-12-25,-2.5,1.9,1.4,4.5,67.5,1.2,5.0,
116,°ü¾Ç»ê,1989-12-26,-10.2,-0.2,0.1,8.2,52.8,0.1,3.3,
116,°ü¾Ç»ê,1989-12-27,-12.7,-5.4,0.0,6.6,60.8,0.0,2.8,
116,°ü¾Ç»ê,1989-12-28,-8.8,-2.0,0.4,4.9,77.8,0.5,6.3,
116,°ü¾Ç»ê,1989-12-29,-9.4,0.1,0.1,5.6,69.3,0.2,5.3,
116,°ü¾Ç»ê,1989-12-30,-10.9,-4.1,,6.6,63.0,,0.5,
116,°ü¾Ç»ê,1989-12-31,-11.6,-2.9,,5.0,59.3,,0.8,
116,°ü¾Ç»ê,1990-01-01,-7.8,-1.7,0.9,3.0,73.0,3.0,7.3,
116,°ü¾Ç»ê,1990-01-02,-10.0,-4.1,1.5,4.6,68.8,5.5,7.5,
116,°ü¾Ç»ê,1990-01-03,-11.7,-4.5,,6.2,61.8,,1.8,
116,°ü¾Ç»ê,1990-01-04,-11.7,-1.3,,4.3,56.0,,2.3,
116,°ü¾Ç»ê,1990-01-05,-5.8,0.1,7.0,7.2,80.0,6.1,10.0,14.75
116,°ü¾Ç»ê,1990-01-06,-10.8,-3.0,,7.3,52.0,,0.0,
116,°ü¾Ç»ê,1990-01-07,-9.1,-0.4,,2.4,38.0,,0.0,
116,°ü¾Ç»ê,1990-01-08,-5.2,2.9,,3.6,33.0,,7.0,
116,°ü¾Ç»ê,1990-01-09,1.7,4.8,1.3,5.1,71.0,,10.0,1.5
116,°ü¾Ç»ê,1990-01-10,-1.3,4.5,22.6,4.4,80.5,,10.0,24.0
116,°ü¾Ç»ê,1990-01-11,-2.2,0.0,,2.3,72.8,,10.0,2.33
116,°ü¾Ç»ê,1990-01-12,-7.6,0.1,,5.6,64.5,,7.5,
116,°ü¾Ç»ê,1990-01-13,-11.4,-4.0,,5.8,49.5,,0.0,
116,°ü¾Ç»ê,1990-01-14,-9.6,-2.6,0.2,2.9,64.8,0.2,5.8,
116,°ü¾Ç»ê,1990-01-15,-8.8,-4.7,,2.5,59.3,,5.0,
116,°ü¾Ç»ê,1990-01-16,-9.3,-1.3,,3.8,49.3,,0.0,
116,°ü¾Ç»ê,1990-01-17,-5.7,2.5,0.0,4.8,65.3,,5.0,
116,°ü¾Ç»ê,1990-01-18,-8.4,1.1,2.3,8.0,62.5,1.8,7.5,
116,°ü¾Ç»ê,1990-01-19,-12.5,-3.8,,7.0,55.5,,6.0,
116,°ü¾Ç»ê,1990-01-20,-16.0,-6.2,,4.3,51.0,,0.0,
116,°ü¾Ç»ê,1990-01-21,-11.9,-3.9,2.3,4.8,67.5,5.5,6.3,
116,°ü¾Ç»ê,1990-01-22,-18.3,-3.9,3.8,7.6,55.0,4.5,2.5,
116,°ü¾Ç»ê,1990-01-23,-19.7,-10.2,0.0,5.0,51.5,0.1,2.5,
116,°ü¾Ç»ê,1990-01-24,-20.5,-11.9,,7.3,58.0,,0.0,
116,°ü¾Ç»ê,1990-01-25,-21.4,-11.9,,5.7,55.0,,0.0,
116,°ü¾Ç»ê,1990-01-26,-19.1,-7.7,,2.7,36.0,,0.0,
116,°ü¾Ç»ê,1990-01-27,-13.1,-4.2,0.0,2.1,54.8,0.0,8.3,
116,°ü¾Ç»ê,1990-01-28,-7.0,0.8,2.5,6.4,64.0,,10.0,
116,°ü¾Ç»ê,1990-01-29,-1.9,2.1,12.0,4.6,85.3,,9.8,15.33
116,°ü¾Ç»ê,1990-01-30,-4.4,-0.8,14.4,2.9,78.5,20.2,10.0,18.67
116,°ü¾Ç»ê,1990-01-31,-5.7,-2.0,13.1,,83.0,17.5,10.0,24.0
116,°ü¾Ç»ê,1990-02-01,-6.7,-2.2,1.2,,82.0,1.0,10.0,24.0
116,°ü¾Ç»ê,1990-02-02,-8.2,-2.4,,2.0,69.0,,8.0,6.3
116,°ü¾Ç»ê,1990-02-03,-7.7,-0.9,,3.9,66.8,,6.5,
116,°ü¾Ç»ê,1990-02-04,-6.6,-0.3,0.1,3.8,73.5,0.2,7.0,5.08
116,°ü¾Ç»ê,1990-02-05,-6.9,-0.4,,2.2,64.0,,3.0,
116,°ü¾Ç»ê,1990-02-06,-6.8,1.1,,4.1,59.8,,1.3,
116,°ü¾Ç»ê,1990-02-07,-7.4,0.0,,2.0,63.8,,1.8,
116,°ü¾Ç»ê,1990-02-08,-5.4,2.1,,2.0,68.3,,3.0,
116,°ü¾Ç»ê,1990-02-09,-2.6,3.8,,1.9,69.5,,1.5,
116,°ü¾Ç»ê,1990-02-10,-1.3,3.4,15.8,4.5,80.3,10.2,10.0,18.83
116,°ü¾Ç»ê,1990-02-11,-2.2,0.5,1.2,6.1,81.5,1.5,10.0,14.75
116,°ü¾Ç»ê,1990-02-12,-7.2,0.2,,6.8,51.0,,0.0,
116,°ü¾Ç»ê,1990-02-13,-8.1,2.0,,1.6,42.3,,2.0,
116,°ü¾Ç»ê,1990-02-14,-1.2,2.8,0.0,3.1,45.8,,7.0,
116,°ü¾Ç»ê,1990-02-15,0.2,2.7,5.1,3.5,77.5,,10.0,10.17
116,°ü¾Ç»ê,1990-02-16,0.0,4.3,,1.4,72.0,,3.8,5.42
116,°ü¾Ç»ê,1990-02-17,0.0,7.4,,2.0,58.3,,5.0,
116,°ü¾Ç»ê,1990-02-18,2.1,5.2,14.8,8.8,76.5,,10.0,
116,°ü¾Ç»ê,1990-02-19,-0.2,5.5,6.2,6.6,86.3,,10.0,23.67
116,°ü¾Ç»ê,1990-02-20,-1.2,0.8,,5.2,81.8,,7.5,10.25
116,°ü¾Ç»ê,1990-02-21,-1.4,6.5,,5.1,65.8,,8.5,
116,°ü¾Ç»ê,1990-02-22,3.0,5.9,17.1,8.6,80.3,,10.0,16.25
116,°ü¾Ç»ê,1990-02-23,1.7,3.7,6.6,4.7,79.3,,9.3,2.5
116,°ü¾Ç»ê,1990-02-24,-1.0,4.2,,2.5,67.5,,10.0,
116,°ü¾Ç»ê,1990-02-25,-5.8,2.0,,4.4,63.8,,1.0,
116,°ü¾Ç»ê,1990-02-26,-7.6,2.2,,2.7,52.8,,0.8,
116,°ü¾Ç»ê,1990-02-27,-5.2,4.9,,1.4,49.3,,0.8,
116,°ü¾Ç»ê,1990-02-28,-1.1,9.6,,3.9,59.8,,1.0,
116,°ü¾Ç»ê,1990-03-01,0.0,7.1,,3.3,62.3,,3.5,
116,°ü¾Ç»ê,1990-03-02,0.5,7.9,,2.8,60.8,,0.0,
116,°ü¾Ç»ê,1990-03-03,0.3,9.5,,4.2,59.8,,5.0,
116,°ü¾Ç»ê,1990-03-04,-2.0,6.9,,5.3,63.8,,3.0,
116,°ü¾Ç»ê,1990-03-05,-3.6,7.6,,6.4,64.3,,0.0,
116,°ü¾Ç»ê,1990-03-06,-2.2,7.9,,7.2,72.0,,5.0,4.72
116,°ü¾Ç»ê,1990-03-07,-3.7,6.3,,7.4,41.0,,1.5,
116,°ü¾Ç»ê,1990-03-08,-3.6,7.7,,4.4,35.8,,0.0,
116,°ü¾Ç»ê,1990-03-09,-3.4,8.8,,3.5,63.8,,1.3,
116,°ü¾Ç»ê,1990-03-10,1.4,12.6,,5.3,58.3,,1.0,
116,°ü¾Ç»ê,1990-03-11,0.4,6.4,25.5,8.0,79.0,,9.5,10.08
116,°ü¾Ç»ê,1990-03-12,-1.3,6.7,34.4,6.8,71.8,10.5,7.0,5.5
116,°ü¾Ç»ê,1990-03-13,-2.3,9.2,,3.5,52.0,,0.5,
116,°ü¾Ç»ê,1990-03-14,2.5,4.9,5.5,4.5,69.3,,10.0,12.73
116,°ü¾Ç»ê,1990-03-15,-0.2,4.6,,5.5,74.0,,8.3,13.17
116,°ü¾Ç»ê,1990-03-16,-2.3,9.1,,6.3,57.3,,0.8,
116,°ü¾Ç»ê,1990-03-17,-1.6,2.3,3.0,4.7,65.8,3.5,8.3,9.5
116,°ü¾Ç»ê,1990-03-18,-3.0,7.4,,6.5,63.5,,3.8,7.17
116,°ü¾Ç»ê,1990-03-19,-2.1,9.6,,8.6,64.8,,2.3,
116,°ü¾Ç»ê,1990-03-20,1.9,9.5,,4.1,70.0,,4.3,
116,°ü¾Ç»ê,1990-03-21,1.4,14.7,,3.3,52.0,,2.3,
116,°ü¾Ç»ê,1990-03-22,6.0,15.5,,4.0,54.8,,8.5,
116,°ü¾Ç»ê,1990-03-23,9.9,13.3,7.3,6.2,79.0,,10.0,10.18
116,°ü¾Ç»ê,1990-03-24,0.3,10.8,0.4,6.8,71.5,,7.5,11.05
116,°ü¾Ç»ê,1990-03-25,-0.4,9.6,,4.5,40.5,,3.3,
116,°ü¾Ç»ê,1990-03-26,-0.6,13.1,,3.0,36.0,,0.0,
116,°ü¾Ç»ê,1990-03-27,5.0,9.8,1.8,2.3,48.5,,7.0,
116,°ü¾Ç»ê,1990-03-28,3.3,5.8,25.0,8.1,90.3,,10.0,23.25
116,°ü¾Ç»ê,1990-03-29,4.0,7.1,9.2,3.4,87.8,,10.0,18.08
116,°ü¾Ç»ê,1990-03-30,4.0,6.8,2.0,3.3,76.8,,10.0,6.17
116,°ü¾Ç»ê,1990-03-31,3.5,7.2,,2.1,76.3,,9.5,14.58
116,°ü¾Ç»ê,1990-04-01,4.4,14.2,,4.1,65.8,,0.0,
116,°ü¾Ç»ê,1990-04-02,7.4,16.1,,3.2,57.5,,0.5,
116,°ü¾Ç»ê,1990-04-03,-0.2,11.2,0.1,6.7,66.8,,9.5,1.58
116,°ü¾Ç»ê,1990-04-04,-2.4,7.5,,9.1,55.0,,1.5,
116,°ü¾Ç»ê,1990-04-05,-0.8,10.3,,10.7,54.0,,0.0,
116,°ü¾Ç»ê,1990-04-06,2.2,12.8,,7.5,66.8,,1.8,
116,°ü¾Ç»ê,1990-04-07,1.2,7.0,15.9,9.6,85.0,,10.0,17.32
116,°ü¾Ç»ê,1990-04-08,0.0,10.8,,13.7,50.8,,0.5,
116,°ü¾Ç»ê,1990-04-09,2.7,17.8,,7.2,54.3,,0.0,
116,°ü¾Ç»ê,1990-04-10,7.2,20.4,,4.4,34.5,,0.0,
116,°ü¾Ç»ê,1990-04-11,10.0,21.6,,2.9,31.8,,4.3,
116,°ü¾Ç»ê,1990-04-12,9.3,15.2,56.4,7.1,78.8,,10.0,20.42
116,°ü¾Ç»ê,1990-04-13,2.2,10.5,4.5,6.8,89.3,,10.0,18.37
116,°ü¾Ç»ê,1990-04-14,0.2,3.8,6.0,8.3,90.3,,10.0,20.42
116,°ü¾Ç»ê,1990-04-15,1.6,8.9,0.2,4.6,77.0,,7.5,3.67
116,°ü¾Ç»ê,1990-04-16,1.7,9.3,2.0,2.2,67.8,,9.0,6.98
116,°ü¾Ç»ê,1990-04-17,0.6,13.2,,3.7,58.0,,1.3,
116,°ü¾Ç»ê,1990-04-18,3.6,14.2,,2.8,56.5,,3.0,
116,°ü¾Ç»ê,1990-04-19,4.8,16.3,,2.1,47.0,,3.5,
116,°ü¾Ç»ê,1990-04-20,6.8,13.4,,3.8,61.5,,7.8,
116,°ü¾Ç»ê,1990-04-21,6.5,17.3,,1.8,63.8,,7.8,
116,°ü¾Ç»ê,1990-04-22,7.6,12.2,4.1,2.9,71.8,,10.0,
116,°ü¾Ç»ê,1990-04-23,2.3,10.2,2.7,7.1,71.5,,7.5,4.37
116,°ü¾Ç»ê,1990-04-24,1.3,13.0,,8.6,52.3,,0.0,
116,°ü¾Ç»ê,1990-04-25,2.8,13.1,,10.6,61.3,,4.8,
116,°ü¾Ç»ê,1990-04-26,5.0,15.2,,7.6,41.0,,2.0,
116,°ü¾Ç»ê,1990-04-27,5.0,17.2,,5.7,41.3,,3.5,
116,°ü¾Ç»ê,1990-04-28,9.2,12.1,31.0,7.9,84.5,,10.0,6.13
116,°ü¾Ç»ê,1990-04-29,6.9,20.4,,4.1,50.8,,2.8,3.8
116,°ü¾Ç»ê,1990-04-30,12.2,24.0,,2.6,35.8,,0.0,
116,°ü¾Ç»ê,1990-05-01,5.3,16.6,18.1,8.1,56.8,,8.5,5.5
116,°ü¾Ç»ê,1990-05-02,4.5,9.5,13.4,10.4,81.8,,9.3,16.58
116,°ü¾Ç»ê,1990-05-03,6.2,8.7,10.0,7.7,83.3,,8.8,17.9
116,°ü¾Ç»ê,1990-05-04,4.7,9.0,0.8,3.2,81.8,,8.5,19.83
116,°ü¾Ç»ê,1990-05-05,3.8,16.0,,5.4,68.5,,3.5,5.5
116,°ü¾Ç»ê,1990-05-06,9.2,19.0,,3.8,52.5,,5.8,
116,°ü¾Ç»ê,1990-05-07,10.2,17.9,10.7,5.0,76.8,,8.3,
116,°ü¾Ç»ê,1990-05-08,9.4,16.1,,1.6,78.5,,3.5,3.33
116,°ü¾Ç»ê,1990-05-09,9.6,25.4,,4.3,62.3,,0.0,
116,°ü¾Ç»ê,1990-05-10,15.0,21.5,0.8,6.4,78.3,,10.0,12.92
116,°ü¾Ç»ê,1990-05-11,12.4,16.0,20.5,5.4,78.5,,10.0,21.67
116,°ü¾Ç»ê,1990-05-12,10.5,22.2,,2.8,66.8,,5.0,1.2
116,°ü¾Ç»ê,1990-05-13,10.9,16.4,28.1,5.2,85.8,,10.0,24.0
116,°ü¾Ç»ê,1990-05-14,11.0,20.8,0.5,3.7,70.0,,6.5,11.17
116,°ü¾Ç»ê,1990-05-15,9.5,24.2,,5.5,47.3,,0.0,
116,°ü¾Ç»ê,1990-05-16,13.1,23.8,,3.9,40.0,,5.0,
116,°ü¾Ç»ê,1990-05-17,10.0,18.3,12.1,6.2,69.5,,10.0,5.95
116,°ü¾Ç»ê,1990-05-18,9.8,11.5,13.6,7.6,86.8,,10.0,24.0
116,°ü¾Ç»ê,1990-05-19,9.1,19.0,0.2,6.5,76.8,,7.5,10.38
116,°ü¾Ç»ê,1990-05-20,9.0,16.2,6.7,10.9,73.8,,5.0,11.87
116,°ü¾Ç»ê,1990-05-21,8.9,15.6,,9.9,66.3,,0.8,
116,°ü¾Ç»ê,1990-05-22,8.0,15.8,,5.7,69.3,,6.3,
116,°ü¾Ç»ê,1990-05-23,8.1,20.3,,4.8,62.5,,1.8,
116,°ü¾Ç»ê,1990-05-24,9.0,18.2,0.0,2.8,66.5,,1.3,
116,°ü¾Ç»ê,1990-05-25,10.5,19.3,,2.8,70.3,,3.5,
116,°ü¾Ç»ê,1990-05-26,11.0,21.8,,3.7,52.3,,2.8,
116,°ü¾Ç»ê,1990-05-27,12.6,23.4,,4.7,48.0,,2.0,
116,°ü¾Ç»ê,1990-05-28,13.5,22.9,,5.5,70.8,,4.3,
116,°ü¾Ç»ê,1990-05-29,14.5,20.3,,3.5,70.8,,8.8,
116,°ü¾Ç»ê,1990-05-30,13.8,18.2,1.3,3.2,70.3,,10.0,
116,°ü¾Ç»ê,1990-05-31,10.9,14.7,25.0,8.5,89.0,,10.0,23.17
116,°ü¾Ç»ê,1990-06-01,11.0,12.7,0.9,9.2,87.0,,10.0,24.0
116,°ü¾Ç»ê,1990-06-02,11.0,21.6,,3.6,70.8,,5.0,10.1
116,°ü¾Ç»ê,1990-06-03,13.2,23.0,,2.4,60.0,,4.8,
116,°ü¾Ç»ê,1990-06-04,15.6,25.6,,3.0,50.0,,3.0,
116,°ü¾Ç»ê,1990-06-05,13.8,23.6,,3.6,52.5,,2.0,
116,°ü¾Ç»ê,1990-06-06,15.5,25.0,,2.5,50.3,,0.0,
116,°ü¾Ç»ê,1990-06-07,18.1,26.3,,3.4,52.3,,4.8,
116,°ü¾Ç»ê,1990-06-08,14.5,21.2,29.3,5.0,77.0,,10.0,13.47
116,°ü¾Ç»ê,1990-06-09,12.3,17.0,5.0,9.5,89.0,,10.0,24.0
116,°ü¾Ç»ê,1990-06-10,13.2,20.4,0.2,10.2,86.5,,6.0,2.75
116,°ü¾Ç»ê,1990-06-11,14.2,20.0,0.1,5.2,78.5,,9.5,
116,°ü¾Ç»ê,1990-06-12,14.7,22.6,0.5,4.3,73.8,,6.3,
116,°ü¾Ç»ê,1990-06-13,14.5,26.7,,3.2,69.8,,0.8,
116,°ü¾Ç»ê,1990-06-14,17.6,22.4,,4.3,76.0,,5.8,
116,°ü¾Ç»ê,1990-06-15,15.7,21.9,10.5,3.1,76.0,,8.3,
116,°ü¾Ç»ê,1990-06-16,13.4,24.6,,5.1,71.0,,4.3,
116,°ü¾Ç»ê,1990-06-17,14.8,27.4,,3.8,68.5,,1.3,
116,°ü¾Ç»ê,1990-06-18,15.3,22.1,25.9,8.6,84.5,,10.0,
116,°ü¾Ç»ê,1990-06-19,16.8,20.6,60.7,6.7,86.5,,10.0,
116,°ü¾Ç»ê,1990-06-20,17.0,19.6,30.3,3.5,85.5,,10.0,5.5
116,°ü¾Ç»ê,1990-06-21,15.9,20.0,94.5,8.8,88.0,,10.0,24.0
116,°ü¾Ç»ê,1990-06-22,15.3,19.1,0.6,3.3,87.5,,9.5,19.58
116,°ü¾Ç»ê,1990-06-23,18.8,22.5,6.3,6.8,86.8,,9.8,9.92
116,°ü¾Ç»ê,1990-06-24,18.5,22.2,60.9,6.4,90.0,,10.0,14.1
